                                 SITUATIA OBIECTELOR DE INVENTAR LA DATA 06/03/2004               

                                                                                                             
 -  -   -  -   -                                                                                             

CONTUL: 52=602.04.04.03.26.03.11 ALTE OBIECTE DE INVENTAR                            Uz/St 0=FOLOSINTA   GEST.(Ge):  1=ADM PIETELOR PITESTI
LOCUL UNDE SE AFLA: 50 = MAGAZIA CENTRALA       SURSA FINANTARE (F):  3=BUGET CAP.51.03  PROVENIENTA (P):  1 =INZ. ORG.CENTR.  pagina:     1
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|
|  Nr.|                                          |        |          |       |    PRETUL     |           |               |Co-|Uz|Ge|Lo|F |P |          |  Procent  |
|  crt|         DENUMIREA MATERIALULUI           | NUMAR  | UNITATE  |STAREA |    UNITAR     | CANTITATE |    VALOARE    |nt |/ |  |cu|  |  |Data intr | actual de |
|     |                                          |  FISA  | MASURA   |       |               |           |               |   |St|  |  |  |  |          | folosire  |
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|
|  395| SCAUNE 234 NEGRE                         |   20191|   buc    |  NOU  |     398499.00 |      1.000|        398499 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  396| SCAUNE 234 NEGRE                         |   20191|   buc    |  NOU  |     398499.33 |      3.000|       1195498 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  397| LUSTRE CU VENTILATOR                     |   20192|   buc    |  NOU  |     391362.00 |      2.000|        782724 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  398| LUSTRE CU VENTILATOR                     |   20192|   buc    |  NOU  |     391362.17 |      6.000|       2348173 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  399| OCHELARI PROTECTIE                       |   20193|   buc    |  NOU  |      70000.00 |      1.000|         70000 |109|FO| 1|59| 3| 1|01/01/2003|    11.944 |
|  400| MENGHINA                                 |   20195|   buc    |  NOU  |     230660.00 |      1.000|        230660 |109|FO| 1|53| 3| 1|01/01/2003|    11.944 |
|  401| MENGHINA                                 |   20195|   buc    |  NOU  |     230660.00 |      1.000|        230660 |109|FO| 1|56| 3| 1|01/01/2003|    11.944 |
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|CONTUL:109=603.04.04.03.26.03.11 ALTE OBIECTE DE INVENTAR                            Uz/St 0=FOLOSINTA   GEST.(Ge):  1=ADM PIETELOR PITESTI
LOCUL UNDE SE AFLA: 52 = ALEXE GHEORGHE         SURSA FINANTARE (F):  3=BUGET CAP.51.03  PROVENIENTA (P):  1 =INZ. ORG.CENTR.  pagina:     8
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|
|  Nr.|                                          |        |          |       |    PRETUL     |           |               |Co-|Uz|Ge|Lo|F |P |          |  Procent  |
|  crt|         DENUMIREA MATERIALULUI           | NUMAR  | UNITATE  |STAREA |    UNITAR     | CANTITATE |    VALOARE    |nt |/ |  |cu|  |  |Data intr | actual de |
|     |                                          |  FISA  | MASURA   |       |               |           |               |   |St|  |  |  |  |          | folosire  |
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|
|  402| RULETA                                   |   20197|   buc    |  NOU  |      15361.00 |      2.000|         30722 |109|FO| 1|52| 3| 1|01/01/2003|    11.944 |
|  403| RULETA                                   |   20197|   buc    |  NOU  |      15361.00 |      1.000|         15361 |109|FO| 1|53| 3| 1|01/01/2003|    11.944 |
|  404| RULETA                                   |   20197|   buc    |  NOU  |      15361.00 |      1.000|         15361 |109|FO| 1|56| 3| 1|01/01/2003|    11.944 |
|  405| RULETA                                   |   20197|   buc    |  NOU  |      15361.00 |      1.000|         15361 |109|FO| 1|59| 3| 1|01/01/2003|    11.944 |
|  406| RULETA                                   |   20197|   buc    |  NOU  |      15361.00 |      1.000|         15361 |109|FO| 1|60| 3| 1|01/01/2003|    11.944 |
|  407| RULETA                                   |   20197|   buc    |  NOU  |      15361.00 |      1.000|         15361 |109|FO| 1|62| 3| 1|01/01/2003|    11.944 |
|  408| RULETA                                   |   20197|   buc    |  NOU  |      15361.00 |      1.000|         15361 |109|FO| 1|64| 3| 1|01/01/2003|    11.944 |
|  409| CIOCANE 0500                             |   20201|   buc    |  NOU  |       3790.00 |      1.000|          3790 |109|FO| 1|59| 3| 1|01/01/2003|    11.944 |
|  410| CHEI INELARE                             |   20204|   buc    |  NOU  |       3983.00 |      2.000|          7966 |109|FO| 1|52| 3| 1|01/01/2003|    11.944 |
|  411| CHEI INELARE                             |   20204|   buc    |  NOU  |       3983.00 |      1.000|          3983 |109|FO| 1|53| 3| 1|01/01/2003|    11.944 |
|  412| CHEI INELARE                             |   20204|   buc    |  NOU  |       3983.00 |      2.000|          7966 |109|FO| 1|59| 3| 1|01/01/2003|    11.944 |
|  413| SPACLU                                   |   20208|   buc    |  NOU  |       1457.00 |      1.000|          1457 |109|FO| 1|60| 3| 1|01/01/2003|    11.944 |
|  414| TRUSA SUDURA O7.95                       |   20212|   buc    |  NOU  |     193680.00 |      1.000|        193680 |109|FO| 1|52| 3| 1|01/01/2003|    11.944 |
|  415| CLESTE MOX                               |   20217|   buc    |  NOU  |     112605.00 |      1.000|        112605 |109|FO| 1|56| 3| 1|01/01/2003|    11.944 |
|  416| FIERASTRAU                               |   20219|   buc    |  NOU  |     142857.00 |      1.000|        142857 |109|FO| 1|60| 3| 1|01/01/2003|    11.944 |
|  417| TRUSA CHEI FIXE                          |   20222|   buc    |  NOU  |      14576.00 |      1.000|         14576 |109|FO| 1|59| 3| 1|01/01/2003|    11.944 |
|  418| RADIOCASET AUTO                          |   20226|   buc    |  NOU  |     128570.00 |      1.000|        128570 |109|FO| 1|55| 3| 1|01/01/2003|    11.944 |
|  419| COVORASE AUTO                            |   20227|   buc    |  NOU  |       3595.50 |      4.000|         14382 |109|FO| 1|54| 3| 1|01/01/2003|    11.944 |
|  420| COVORASE AUTO                            |   20227|   buc    |  NOU  |       3595.50 |      4.000|         14382 |109|FO| 1|55| 3| 1|01/01/2003|    11.944 |
|  421| MASA HOL MD 121                          |   20231|   buc    |  NOU  |     733290.00 |      1.000|        733290 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  422| FOTOLIU EXT                              |   20232|   buc    |  NOU  |    1598594.00 |      1.000|       1598594 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  423| COLOP STAMPILE                           |   20233|   buc    |  NOU  |      20468.00 |      1.000|         20468 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  424| COLOP STAMPILE                           |   20233|   buc    |  NOU  |      20468.00 |      1.000|         20468 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  425| COLOP STAMPILE                           |   20233|   buc    |  NOU  |      20468.00 |      1.000|         20468 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  426| COLOP STAMPILE                           |   20233|   buc    |  NOU  |      20468.00 |      1.000|         20468 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  427| COLOP STAMPILE                           |   20233|   buc    |  NOU  |      20468.00 |      1.000|         20468 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  428| COLOP STAMPILE                           |   20233|   buc    |  NOU  |      20468.00 |      1.000|         20468 |109|FO| 1| 6| 3| 1|01/01/2003|    11.944 |
|  429| COLOP STAMPILE                           |   20233|   buc    |  NOU  |      20468.00 |      1.000|         20468 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  430| COLOP STAMPILE                           |   20233|   buc    |  NOU  |      20467.62 |      8.000|        163741 |109|FO| 1|36| 3| 1|01/01/2003|    11.944 |
|  431| COLOP STAMPILE                           |   20233|   buc    |  NOU  |      20467.67 |      6.000|        122806 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  432| TRUSA SCULE                              |   20235|   buc    |  NOU  |     133188.00 |      1.000|        133188 |109|FO| 1|58| 3| 1|01/01/2003|    11.944 |
|  433| TRUSA SCULE                              |   20235|   buc    |  NOU  |     133188.00 |      1.000|        133188 |109|FO| 1|59| 3| 1|01/01/2003|    11.944 |
|  434| JALUZELE                                 |   20236|   buc    |  NOU  |      40686.00 |      4.000|        162744 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  435| JALUZELE                                 |   20236|   buc    |  NOU  |      40686.00 |      2.000|         81372 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  436| SOBA TERACOTA                            |   20238|   buc    |  NOU  |     345232.00 |      1.000|        345232 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  437| CIOCAN 1.5 KG                            |   20239|   buc    |  NOU  |      23749.00 |      1.000|         23749 |109|FO| 1|53| 3| 1|01/01/2003|    11.944 |
|  438| CIOCAN 1.5 KG                            |   20239|   buc    |  NOU  |      23749.00 |      1.000|         23749 |109|FO| 1|56| 3| 1|01/01/2003|    11.944 |
|  439| CIOCAN 1.5 KG                            |   20239|   buc    |  NOU  |      23749.00 |      1.000|         23749 |109|FO| 1|61| 3| 1|01/01/2003|    11.944 |
|  440| MASINA CUSUT                             |   20241|   buc    |  NOU  |     998351.00 |      1.000|        998351 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  441| TELEVIZOR SPORT                          |   20242|   buc    |  NOU  |     146627.00 |      2.000|        293254 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  442| TELEVIZOR CU ANTENA                      |   20243|   buc    |  NOU  |     421007.00 |      1.000|        421007 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  443| TONETE TIP APROZAR                       |   20264|   buc    |  NOU  |      22420.25 |     12.000|        269043 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  444| TONETE TIP APROZAR                       |   20264|   buc    |  NOU  |      22420.17 |      6.000|        134521 |109|FO| 1| 9| 3| 1|01/01/2003|    11.944 |
|  445| MESE MOZAICATE TIP I                     |   20265|   buc    |  NOU  |       9624.41 |     70.000|        673709 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  446| MESE MOZAICATE TIP I                     |   20265|   buc    |  NOU  |       9624.42 |    127.000|       1222301 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  447| MESE MOZ TIP II                          |   20266|   buc    |  NOU  |       5639.78 |     18.000|        101516 | 52|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  448| MESE MOZ TIP II                          |   20266|   buc    |  NOU  |       5639.83 |    151.000|        851614 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  449| MESE MOZ TIP II                          |   20266|   buc    |  NOU  |       5639.83 |    109.000|        614741 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  450| MESE MOZ TIP II                          |   20266|   buc    |  NOU  |       5639.84 |     25.000|        140996 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  451| MESE MOZ TIP II                          |   20266|   buc    |  NOU  |       5639.83 |     12.000|         67678 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  452| MESE MOZ TIP II                          |   20266|   buc    |  NOU  |       5639.84 |     31.000|        174835 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  453| CLESTE TAIAT                             |   20267|   buc    |  NOU  |      33053.00 |      1.000|         33053 |109|FO| 1|56| 3| 1|01/01/2003|    11.944 |
|  454| CLESTE TAIAT                             |   20267|   buc    |  NOU  |      33053.00 |      1.000|         33053 |109|FO| 1|64| 3| 1|01/01/2003|    11.944 |
|  455| CLESTE SUEDEZ                            |   20268|   buc    |  NOU  |     162555.00 |      1.000|        162555 |109|FO| 1|53| 3| 1|01/01/2003|    11.944 |
|  456| SURUBELNITE                              |   20270|   buc    |  NOU  |       7746.00 |      1.000|          7746 |109|FO| 1|56| 3| 1|01/01/2003|    11.944 |
|  457| SURUBELNITE                              |   20270|   buc    |  NOU  |       7746.00 |      2.000|         15492 |109|FO| 1|57| 3| 1|01/01/2003|    11.944 |
|  458| SURUBELNITE                              |   20270|   buc    |  NOU  |       7746.25 |      4.000|         30985 |109|FO| 1|60| 3| 1|01/01/2003|    11.944 |
|  459| SURUBELNITE                              |   20270|   buc    |  NOU  |       7746.33 |      3.000|         23239 |109|FO| 1|64| 3| 1|01/01/2003|    11.944 |
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|CONTUL:109=603.04.04.03.26.03.11 ALTE OBIECTE DE INVENTAR                            Uz/St 0=FOLOSINTA   GEST.(Ge):  1=ADM PIETELOR PITESTI
LOCUL UNDE SE AFLA:  2 = PIATA GAVANA           SURSA FINANTARE (F):  3=BUGET CAP.51.03  PROVENIENTA (P):  1 =INZ. ORG.CENTR.  pagina:     9
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|
|  Nr.|                                          |        |          |       |    PRETUL     |           |               |Co-|Uz|Ge|Lo|F |P |          |  Procent  |
|  crt|         DENUMIREA MATERIALULUI           | NUMAR  | UNITATE  |STAREA |    UNITAR     | CANTITATE |    VALOARE    |nt |/ |  |cu|  |  |Data intr | actual de |
|     |                                          |  FISA  | MASURA   |       |               |           |               |   |St|  |  |  |  |          | folosire  |
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|
|  460| BOILER 5O L                              |   20271|   buc    |  NOU  |     199153.00 |      1.000|        199153 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  461| BOILER 85 L                              |   20272|    b     |  NOU  |     279861.50 |      2.000|        559723 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  462| BOILER 85 L                              |   20272|   buc    |  NOU  |     279861.40 |      5.000|       1399307 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  463| BOILER 85 L                              |   20272|   buc    |  NOU  |     279861.50 |      4.000|       1119446 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  464| BOILER 85 L                              |   20272|   buc    |  NOU  |     279861.50 |      2.000|        559723 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  465| BOILER 85 L                              |   20272|   buc    |  NOU  |     279861.33 |      3.000|        839584 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  466| BOILER 85 L                              |   20272|   buc    |  NOU  |     279861.50 |      2.000|        559723 |109|FO| 1|50| 3| 1|01/01/2003|    11.944 |
|  467| BROASCA BIROU                            |   20274|   buc    |  NOU  |      37179.00 |      1.000|         37179 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  468| CISME PVC                                |   20275|   per    |  NOU  |      49843.00 |      1.000|         49843 |109|FO| 1|64| 3| 1|01/01/2003|    11.944 |
|  469| BROASCA YALA                             |   20276|   buc    |  NOU  |      34244.33 |      3.000|        102733 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  470| BROASCA YALA                             |   20276|   buc    |  NOU  |      34244.50 |      2.000|         68489 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  471| BROASCA YALA                             |   20276|   buc    |  NOU  |      34244.00 |      1.000|         34244 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  472| BROASCA YALA                             |   20276|   buc    |  NOU  |      34244.00 |      1.000|         34244 |109|FO| 1| 6| 3| 1|01/01/2003|    11.944 |
|  473| BROASCA YALA                             |   20276|   buc    |  NOU  |      34244.50 |      2.000|         68489 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  474| BROASCA YALA                             |   20276|   buc    |  NOU  |      34244.00 |      1.000|         34244 |109|FO| 1|32| 3| 1|01/01/2003|    11.944 |
|  475| HUSA NOKIA                               |   20277|   buc    |  NOU  |      74021.50 |      2.000|        148043 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  476| MATASE DECORATIVA                        |   20278|    ml    |  NOU  |      21735.00 |      6.000|        130410 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  477| STIPLEXURI INSCRIPTIONATE                |   20279|   buc    |  NOU  |     340087.50 |      4.000|       1360350 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  478| STIPLEXURI INSCRIPTIONATE                |   20279|   buc    |  NOU  |     340087.50 |      2.000|        680175 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  479| CAPSATOR                                 |   20280|   buc    |  NOU  |      17214.00 |      1.000|         17214 |109|FO| 1|32| 3| 1|01/01/2003|    11.944 |
|  480| PERFORATOR                               |   20281|   buc    |  NOU  |      20585.00 |      1.000|         20585 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  481| PERFORATOR                               |   20281|   buc    |  NOU  |      20585.50 |      2.000|         41171 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
